COBERTURA;ID_ENTIDAD;ID_MUNICIPIO;ANIO;MES;ID_HORA;ID_MINUTO;ID_DIA;DIASEMANA;URBANA;SUBURBANA;TIPACCID;AUTOMOVIL;CAMPASAJ;MICROBUS;PASCAMION;OMNIBUS;TRANVIA;CAMIONETA;CAMION;TRACTOR;FERROCARRI;MOTOCICLET;BICICLETA;OTROVEHIC;CAUSAACCI;CAPAROD;SEXO;ALIENTO;CINTURON;ID_EDAD;CONDMUERTO;CONDHERIDO;PASAMUERTO;PASAHERIDO;PEATMUERTO;PEATHERIDO;CICLMUERTO;CICLHERIDO;OTROMUERTO;OTROHERIDO;NEMUERTO;NEHERIDO;CLASACC;ESTATUS
Municipal;9;3;2018;1;17;30;8;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Sí;36;0;0;1;0;0;0;0;0;0;0;0;0;Fatal;Cifras Preliminares
Municipal;9;3;2018;1;0;50;9;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;1;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;19;2;0;0;5;0;0;0;0;0;0;0;0;Fatal;Cifras Preliminares
Municipal;9;3;2018;1;12;23;12;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;3;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;48;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;3;2018;1;18;16;14;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;1;1;0;0;0;0;0;0;0;0;0;0;0;Conductor;No Pavimentada;Hombre;Se ignora;Se ignora;30;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;8;30;15;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;56;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;12;5;17;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;Se ignora;No;20;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;14;30;17;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;Se ignora;No;28;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;13;0;19;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;14;5;21;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;59;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;6;50;24;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Mujer;No;Sí;43;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;13;46;25;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;28;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;3;2018;1;12;10;26;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;3;2018;1;15;30;31;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;11;2018;1;20;30;5;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;39;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;13;2018;1;3;10;6;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;13;2018;1;13;10;13;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;13;2018;1;11;40;19;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;13;2018;1;17;50;24;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;15;2018;1;21;28;6;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con objeto fijo;1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;8;2018;1;19;35;3;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);0;0;0;1;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;19;0;0;0;0;1;0;0;0;0;0;0;0;Fatal;Cifras Preliminares
Municipal;9;8;2018;1;17;20;7;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;59;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;8;2018;1;17;30;31;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;Se ignora;No;40;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;2;5;1;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con objeto fijo;1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Sí;27;0;1;0;1;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;2;23;1;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Mujer;No;Sí;67;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;12;0;1;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;31;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;2;0;2;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Mujer;No;Sí;60;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;8;40;2;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;No;Sí;40;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;13;0;2;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;27;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;3;30;3;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Sí;47;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;9;20;3;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Sí;40;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;1;0;4;Jueves;Sin accidente en esta zona;Accidentes en otro camino;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;58;0;1;1;0;0;0;0;0;0;0;0;0;Fatal;Cifras Preliminares
Municipal;9;12;2018;1;6;15;4;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Sí;33;0;0;0;0;0;2;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;3;25;5;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con objeto fijo;0;0;0;1;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Sí;22;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;10;0;6;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Se ignora;29;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;6;20;7;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Peatón o pasajero;Pavimentada;Hombre;Se ignora;Se ignora;35;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;15;15;9;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;3;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;28;0;2;0;2;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;15;0;11;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;15;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;19;0;13;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Mujer;Se ignora;Se ignora;24;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;5;0;14;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;34;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;15;13;15;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;22;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;23;30;15;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Sí;Se ignora;34;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;13;0;18;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;24;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;17;0;18;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Mujer;Se ignora;Se ignora;32;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;22;0;19;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Mujer;Se ignora;Se ignora;28;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;11;10;20;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Mujer;Se ignora;Se ignora;36;0;2;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;7;30;21;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;31;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;12;2018;1;21;30;24;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;18;0;27;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Mujer;Se ignora;Se ignora;36;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;22;50;27;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;21;0;28;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;22;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;12;2018;1;6;0;29;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;24;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;12;20;2;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;53;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;18;30;6;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;47;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;11;30;7;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;4;0;8;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;1;0;0;0;0;0;0;1;0;0;0;0;0;Conductor;No Pavimentada;Hombre;Se ignora;Se ignora;28;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;7;18;8;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;1;0;0;0;0;0;0;0;0;0;0;0;Fatal;Cifras Preliminares
Municipal;9;7;2018;1;0;7;9;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con objeto fijo;1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;1;1;10;Miércoles;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;27;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;2;30;11;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;14;53;11;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;0;0;0;0;0;0;0;0;0;0;2;0;0;Conductor;Pavimentada;Hombre;Se ignora;No;20;0;0;0;1;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;16;45;11;Jueves;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;25;0;0;0;1;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;0;46;12;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;8;30;12;Viernes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;30;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;4;15;13;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;20;0;0;0;0;1;0;0;0;0;0;0;0;Fatal;Cifras Preliminares
Municipal;9;7;2018;1;6;30;13;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;1;0;1;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;34;0;0;0;3;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;13;40;13;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;18;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;19;0;13;Sábado;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;1;43;14;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;19;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;2;0;14;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Sí;Se ignora;43;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;10;20;14;Domingo;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;48;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;3;29;15;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;1;0;0;0;0;0;0;1;0;0;0;0;0;Conductor;Pavimentada;Se fugó;Se ignora;Se ignora;0;0;0;0;0;0;0;0;0;0;0;0;0;Sólo Daños;Cifras Preliminares
Municipal;9;7;2018;1;8;0;15;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;54;0;0;0;0;0;1;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;13;50;15;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con motocicleta;1;0;0;0;0;0;0;0;0;0;1;0;0;Conductor;Pavimentada;Hombre;Se ignora;Sí;27;0;1;0;0;0;0;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;14;0;15;Lunes;Accidente en intersección;Sin accidente en esta zona;Colisión con peatón (atropellamiento);1;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;Se ignora;Se ignora;32;0;0;0;0;0;3;0;0;0;0;0;0;No fatal;Cifras Preliminares
Municipal;9;7;2018;1;12;0;16;Martes;Accidente en intersección;Sin accidente en esta zona;Colisión con vehículo automotor;2;0;0;0;0;0;0;0;0;0;0;0;0;Conductor;Pavimentada;Hombre;No;Sí;51;0;0;0;0;0;2;0;0;0;0;0;0;No fatal;Cifras Preliminares
